0,0.05,all
0,0.1,all
0,0.2,all
0.2,0.05,all
0.2,0.1,all
0.2,0.2,all
0.4,0.05,all
0.4,0.1,all
0.4,0.2,all
0.8,0.05,all
0.8,0.1,all
0.8,0.2,all
-1,0.05,all
-1,0.1,all
-1,0.2,all
0,0.05,half
0,0.1,half
0,0.2,half
0.2,0.05,half
0.2,0.1,half
0.2,0.2,half
0.4,0.05,half
0.4,0.1,half
0.4,0.2,half
0.8,0.05,half
0.8,0.1,half
0.8,0.2,half
-1,0.05,half
-1,0.1,half
-1,0.2,half
